user_id,age,gender,year_of_study,sleep_hours,phone_hours,content_type_1,content_type_2,content_type_3,content_type_4,content_type_5,consumption_frequency_c1,consumption_frequency_c2,consumption_frequency_c3,consumption_frequency_c4,consumption_frequency_c5,sleep_delay_c1,sleep_delay_c2,sleep_delay_c3,sleep_delay_c4,sleep_delay_c5,stress_from_c1,stress_from_c2,stress_from_c3,stress_from_c4,stress_from_c5,positive_effect_c1,positive_effect_c2,positive_effect_c3,positive_effect_c4,positive_effect_c5,time_loss_c1,time_loss_c2,time_loss_c3,time_loss_c4,time_loss_c5,anxiety_level,concentration_level,mood_swings,social_withdrawal,irritability,productivity,fact_checking,believe_unverified,critical_thinking,night_content_usage,stress_score,attention_score,mood_score,mental_health_risk,sleep_disruption,content_influence_score,behavior_change,misinformation_susceptibility
0.0,0.16666666666666652,1.0,0.0,0.5,0.6666666666666665,0.2857142857142857,0.36363636363636365,0.06666666666666667,0.9047619047619047,0.4090909090909091,0.5,1.0,0.0,0.5,1.0,0.33333333333333337,0.75,0.0,0.33333333333333337,0.75,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.5,0.0,0.5,0.0,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.5,0.33333333333333337,0.5,0.3333333333333333,0.5,0.33333333333333337,0.25,0.5,0.5,0.75,0.4805194805194805,0.4339622641509434,0.4186046511627908,0.4805194805194805,0.5733333333333335,0.6666666666666665,0.5147058823529411,0.4861111111111111
0.006944444444444444,0.5,0.0,0.5,0.6000000000000001,0.33333333333333326,0.2857142857142857,0.7272727272727273,0.0,0.3333333333333333,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.5,0.25,0.6666666666666666,0.25,0.0,0.25,0.6666666666666666,0.75,0.25,0.75,0.25,0.2207792207792208,0.6981132075471698,0.6046511627906976,0.2207792207792208,0.17333333333333334,0.28333333333333327,0.2647058823529412,0.20833333333333331
0.013888888888888888,0.33333333333333304,1.0,0.25,0.19999999999999996,1.0,1.0,0.6363636363636364,0.8666666666666667,0.09523809523809523,0.2272727272727273,1.0,1.0,0.0,0.5,0.5,0.6666666666666666,1.0,0.33333333333333337,0.33333333333333337,0.75,0.6666666666666667,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.5,0.0,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.75,0.75,0.0,0.75,0.6666666666666667,0.75,0.0,0.25,0.75,0.25,1.0,0.8181818181818183,0.18867924528301883,0.2325581395348837,0.8181818181818183,0.8933333333333335,0.7833333333333332,0.7058823529411764,0.8055555555555556
0.020833333333333332,0.6666666666666665,0.0,0.75,1.0,0.0,0.2857142857142857,0.7272727272727273,0.8,0.047619047619047616,0.9090909090909092,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,1.0,0.0,1.0,0.0,0.038961038961038974,0.9999999999999999,0.930232558139535,0.038961038961038974,0.0,0.04999999999999999,0.02941176470588236,0.027777777777777762
0.027777777777777776,0.0,1.0,0.0,0.6000000000000001,0.33333333333333326,0.42857142857142855,0.09090909090909091,0.7333333333333333,1.0,0.8181818181818182,1.0,0.5,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.9999999999999999,0.5,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5,0.0,0.0,0.0,1.0,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.75,0.5,0.33333333333333337,0.5,0.6666666666666667,0.5,0.33333333333333337,0.5,0.5,0.5,0.5,0.42857142857142855,0.5094339622641509,0.37209302325581395,0.42857142857142855,0.49333333333333335,0.55,0.4705882352941176,0.5555555555555556
0.034722222222222224,0.833333333333333,1.0,1.0,0.6000000000000001,0.6666666666666665,1.0,0.18181818181818182,0.4,0.6666666666666666,0.7272727272727273,1.0,0.5,0.5,0.0,0.5,0.6666666666666666,0.5,0.0,0.0,0.5,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.5,1.0,0.5,1.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5,0.25,0.6666666666666666,0.25,0.0,0.25,0.6666666666666666,0.75,0.5,0.75,0.5,0.29870129870129875,0.6226415094339622,0.5348837209302326,0.29870129870129875,0.36000000000000004,0.45,0.41176470588235287,0.3472222222222222
0.041666666666666664,0.16666666666666652,0.0,0.25,0.0,1.0,0.42857142857142855,0.0,0.6,0.5238095238095237,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.75,0.6666666666666666,0.9999999999999999,1.0,1.0,0.6666666666666667,1.0,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9090909090909092,0.0,0.0,0.9090909090909092,0.9733333333333334,0.8833333333333333,0.9117647058823528,0.8611111111111112
0.048611111111111105,0.5,1.0,0.5,0.6000000000000001,0.6666666666666665,0.2857142857142857,1.0,0.5333333333333333,0.9523809523809523,0.7727272727272727,0.5,0.5,1.0,0.0,0.0,0.33333333333333337,0.5,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.5,0.5,0.33333333333333337,0.5,0.3333333333333333,0.5,0.33333333333333337,0.5,0.5,0.5,0.75,0.42857142857142855,0.5660377358490566,0.4651162790697674,0.42857142857142855,0.5333333333333334,0.55,0.4705882352941176,0.44444444444444436
0.05555555555555555,0.33333333333333304,0.0,0.25,0.9000000000000001,0.33333333333333326,0.5714285714285714,0.2727272727272727,0.0,0.47619047619047616,0.4545454545454546,0.0,0.5,0.5,0.5,0.5,0.0,0.25,0.33333333333333337,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.25,0.25,0.6666666666666666,0.25,0.0,0.25,0.6666666666666666,0.75,0.25,0.75,0.25,0.16883116883116883,0.7547169811320754,0.6976744186046511,0.16883116883116883,0.13333333333333336,0.21666666666666662,0.22058823529411759,0.16666666666666663
0.0625,0.6666666666666665,1.0,0.75,0.19999999999999996,1.0,0.7142857142857142,1.0,0.3333333333333333,0.7619047619047619,0.5909090909090909,1.0,0.5,1.0,1.0,1.0,0.9999999999999999,0.5,0.9999999999999999,0.6666666666666666,1.0,1.0,0.6666666666666667,1.0,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0000000000000002,0.05660377358490565,0.06976744186046524,1.0000000000000002,1.0000000000000002,1.0,1.0,0.9444444444444444
